"2017-05-23 16:24:36","27.23","46.79","990.57","589","489","20170523_162436.jpg"
"2017-05-23 16:34:53","26.90","47.54","990.62","596","492","20170523_163453.jpg"
"2017-05-23 16:45:13","26.73","47.87","990.62","599","495","20170523_164513.jpg"
"2017-05-23 16:55:31","26.84","48.24","990.73","607","496","20170523_165531.jpg"
"2017-05-23 17:05:49","27.06","48.01","990.65","597","500","20170523_170549.jpg"
"2017-05-23 17:16:09","26.59","49.96","990.80","587","501","20170523_171609.jpg"
"2017-05-23 17:26:31","26.78","49.62","990.86","579","502","20170523_172631.jpg"
"2017-05-23 17:36:47","26.84","49.60","990.78","582","504","20170523_173647.jpg"
"2017-05-23 17:47:06","26.76","49.82","990.83","586","505","20170523_174706.jpg"
"2017-05-23 17:57:26","26.62","49.99","990.85","598","506","20170523_175726.jpg"
"2017-05-23 18:08:08","26.82","49.53","991.10","609","506",""
"2017-05-23 18:18:35","27.12","49.75","991.08","717","507","20170523_181835.jpg"
"2017-05-23 18:38:56","26.99","50.10","991.34","641","515","20170523_183856.jpg"
"2017-05-23 18:48:59","27.62","48.14","991.36","0","515","20170523_184859.jpg"
"2017-05-23 18:59:17","27.42","47.89","991.36","0","517","20170523_185917.jpg"
"2017-05-23 19:09:35","27.25","47.07","991.30","0","517","20170523_190935.jpg"
"2017-05-23 19:19:53","27.06","47.66","991.48","0","517","20170523_191953.jpg"
"2017-05-23 19:30:10","27.20","47.67","991.59","0","517","20170523_193010.jpg"
"2017-05-23 19:40:28","27.32","47.58","991.83","0","517","20170523_194028.jpg"
"2017-05-23 19:50:46","27.56","46.23","992.11","0","518","20170523_195046.jpg"
"2017-05-23 20:01:04","27.70","45.00","992.19","0","517","20170523_200104.jpg"
"2017-05-23 20:11:22","27.80","45.22","992.17","0","519","20170523_201122.jpg"
"2017-05-23 20:21:39","27.86","45.09","992.33","0","518","20170523_202139.jpg"
"2017-05-23 20:31:57","27.85","45.18","992.42","0","518","20170523_203157.jpg"
"2017-05-23 20:42:15","27.86","45.19","992.50","0","518","20170523_204215.jpg"
"2017-05-23 20:52:33","27.85","45.29","992.66","0","518","20170523_205233.jpg"
"2017-05-23 21:02:51","27.87","45.32","992.69","0","519","20170523_210251.jpg"
"2017-05-23 21:13:08","27.93","45.23","992.72","0","517","20170523_211308.jpg"
"2017-05-23 21:23:26","27.92","45.40","992.61","0","517","20170523_212326.jpg"
"2017-05-23 21:33:44","27.93","45.36","992.61","0","517","20170523_213344.jpg"
"2017-05-23 21:44:02","27.93","45.42","992.44","0","517","20170523_214402.jpg"
"2017-05-23 21:54:20","27.95","45.51","992.66","0","517","20170523_215420.jpg"
"2017-05-23 22:04:38","27.92","45.29","992.42","0","517","20170523_220438.jpg"
"2017-05-23 22:14:56","27.90","45.33","992.58","0","517","20170523_221456.jpg"
"2017-05-23 22:25:13","27.92","45.26","992.69","0","517","20170523_222513.jpg"
"2017-05-23 22:35:31","27.91","45.32","992.66","0","517","20170523_223531.jpg"
"2017-05-23 22:45:49","27.89","45.37","992.63","0","516","20170523_224549.jpg"
"2017-05-23 22:56:07","27.89","45.41","992.44","0","516","20170523_225607.jpg"
"2017-05-23 23:06:25","27.88","45.30","992.55","0","515","20170523_230625.jpg"
"2017-05-23 23:16:42","27.83","45.49","992.58","0","517","20170523_231642.jpg"
"2017-05-23 23:27:00","27.79","45.46","992.63","0","516","20170523_232700.jpg"
"2017-05-23 23:37:18","27.75","45.50","992.58","0","516","20170523_233718.jpg"
"2017-05-23 23:47:36","27.78","45.47","992.55","0","516","20170523_234736.jpg"
"2017-05-23 23:57:54","27.75","45.78","992.47","0","516","20170523_235754.jpg"
"2017-05-24 00:08:12","27.74","45.65","992.27","0","516","20170524_000812.jpg"
"2017-05-24 00:18:29","27.73","45.65","992.27","0","516","20170524_001829.jpg"
"2017-05-24 00:28:47","27.73","45.64","992.22","0","516","20170524_002847.jpg"
"2017-05-24 00:39:05","27.68","45.76","992.03","0","516","20170524_003905.jpg"
"2017-05-24 00:49:23","27.69","45.76","992.03","0","517","20170524_004923.jpg"
"2017-05-24 00:59:41","27.70","45.85","991.87","0","516","20170524_005941.jpg"
"2017-05-24 01:09:59","27.70","45.90","991.98","0","516","20170524_010959.jpg"
"2017-05-24 01:20:16","27.63","46.03","991.90","0","517","20170524_012016.jpg"
"2017-05-24 01:30:34","27.59","46.04","991.79","0","516","20170524_013034.jpg"
"2017-05-24 01:40:52","27.54","46.16","991.68","0","518","20170524_014052.jpg"
"2017-05-24 01:51:10","27.54","46.20","991.71","0","516","20170524_015110.jpg"
"2017-05-24 02:01:28","27.49","46.28","991.73","0","518","20170524_020128.jpg"
"2017-05-24 02:11:46","27.51","46.26","991.49","0","518","20170524_021146.jpg"
"2017-05-24 02:22:03","27.50","46.18","991.39","0","518","20170524_022203.jpg"
"2017-05-24 02:32:21","27.47","46.27","991.44","0","518","20170524_023221.jpg"
"2017-05-24 02:42:39","27.44","46.38","991.41","0","519","20170524_024239.jpg"
"2017-05-24 02:52:57","27.42","46.35","991.46","0","519","20170524_025257.jpg"
"2017-05-24 03:03:15","27.37","46.55","991.36","0","518","20170524_030315.jpg"
"2017-05-24 03:13:33","27.36","46.55","991.33","0","519","20170524_031333.jpg"
"2017-05-24 03:23:50","27.34","46.54","991.30","0","518","20170524_032350.jpg"
"2017-05-24 03:34:08","27.29","46.65","991.35","0","519","20170524_033408.jpg"
"2017-05-24 03:44:26","27.27","46.73","991.35","0","520","20170524_034426.jpg"
"2017-05-24 03:54:44","27.23","46.77","991.43","0","519","20170524_035444.jpg"
"2017-05-24 04:05:02","27.17","46.85","991.38","0","520","20170524_040502.jpg"
"2017-05-24 04:15:20","27.15","46.87","991.43","0","519","20170524_041520.jpg"
"2017-05-24 04:25:37","27.08","47.08","991.45","0","520","20170524_042537.jpg"
"2017-05-24 04:35:55","27.04","47.18","991.43","0","519","20170524_043555.jpg"
"2017-05-24 04:46:13","27.03","47.18","991.74","0","519","20170524_044613.jpg"
"2017-05-24 04:56:31","27.01","47.21","991.93","0","521","20170524_045631.jpg"
"2017-05-24 05:06:49","27.05","47.08","992.06","0","520","20170524_050649.jpg"
"2017-05-24 05:17:06","27.09","47.11","992.30","0","519","20170524_051706.jpg"
"2017-05-24 05:27:24","27.26","46.72","992.34","0","520","20170524_052724.jpg"
"2017-05-24 05:37:42","27.38","46.47","992.45","0","520","20170524_053742.jpg"
"2017-05-24 05:48:00","27.42","46.54","992.67","0","520","20170524_054800.jpg"
"2017-05-24 05:58:18","27.74","45.97","992.55","0","520","20170524_055818.jpg"
"2017-05-24 06:08:36","27.83","46.00","992.50","0","521","20170524_060836.jpg"
"2017-05-24 06:18:53","28.35","44.96","992.45","0","521","20170524_061853.jpg"
"2017-05-24 06:29:11","28.41","45.05","992.57","0","521","20170524_062911.jpg"
"2017-05-24 06:39:29","28.31","45.31","992.53","0","521","20170524_063929.jpg"
"2017-05-24 06:49:47","28.54","44.77","992.58","0","521","20170524_064947.jpg"
"2017-05-24 07:00:05","28.65","44.68","992.71","0","521","20170524_070005.jpg"
"2017-05-24 07:10:23","28.82","44.32","992.77","0","522","20170524_071023.jpg"
"2017-05-24 07:20:40","29.88","43.16","992.71","0","523","20170524_072040.jpg"
"2017-05-24 07:30:58","30.12","44.00","992.63","0","523","20170524_073058.jpg"
"2017-05-24 07:41:16","30.69","41.91","992.51","0","524","20170524_074116.jpg"
"2017-05-24 07:51:34","31.29","41.32","992.42","0","524","20170524_075134.jpg"
"2017-05-24 08:01:52","31.34","40.72","992.37","0","524","20170524_080152.jpg"
"2017-05-24 08:12:10","34.35","35.78","992.21","0","524","20170524_081210.jpg"
"2017-05-24 08:22:27","37.06","30.27","992.29","0","525","20170524_082227.jpg"
"2017-05-24 08:32:45","37.11","30.85","992.26","0","524","20170524_083245.jpg"
"2017-05-24 08:43:04","39.28","26.76","992.13","0","524","20170524_084304.jpg"
"2017-05-24 08:53:22","38.43","28.46","992.18","0","523","20170524_085322.jpg"
"2017-05-24 09:03:40","36.94","30.15","992.31","0","525","20170524_090340.jpg"
"2017-05-24 09:15:53","36.09","30.63","992.31","0","524","20170524_091553.jpg"
"2017-05-24 09:24:15","35.55","31.48","992.12","0","524","20170524_092415.jpg"
"2017-05-24 09:34:33","34.30","33.64","992.35","0","525","20170524_093433.jpg"
"2017-05-24 09:44:51","33.26","35.47","992.23","0","525","20170524_094451.jpg"
"2017-05-24 09:55:09","32.54","37.58","992.15","0","527","20170524_095509.jpg"
"2017-05-24 10:05:27","32.40","39.20","992.14","0","525","20170524_100527.jpg"
"2017-05-24 10:15:45","32.22","40.17","992.00","0","525","20170524_101545.jpg"
"2017-05-24 10:26:04","31.56","40.61","991.98","0","525","20170524_102604.jpg"
"2017-05-24 10:36:30","31.60","40.03","991.85","0","526","20170524_103630.jpg"
"2017-05-24 10:46:38","31.65","40.73","991.85","0","526","20170524_104638.jpg"
"2017-05-24 10:50:47","31.65","40.43","991.77","0","526","20170524_105047.jpg"
"2017-05-24 11:01:03","31.69","40.27","991.90","0","525","20170524_110103.jpg"
"2017-05-24 11:11:25","31.31","41.10","991.68","0","523","20170524_111125.jpg"
"2017-05-24 11:21:37","31.17","41.48","991.73","0","523","20170524_112137.jpg"
"2017-05-24 11:31:55","30.98","42.15","991.77","0","521","20170524_113155.jpg"
"2017-05-24 11:42:13","30.82","42.64","991.77","0","522","20170524_114213.jpg"
"2017-05-24 11:52:30","30.57","43.99","991.60","0","521","20170524_115230.jpg"
"2017-05-24 12:02:49","30.58","43.47","991.49","0","520","20170524_120249.jpg"
"2017-05-24 12:13:08","30.58","43.72","991.54","0","522","20170524_121308.jpg"
"2017-05-24 12:23:27","30.81","44.09","991.58","0","521","20170524_122327.jpg"
"2017-05-24 12:33:43","30.90","44.04","991.39","0","521","20170524_123343.jpg"
"2017-05-24 12:44:01","30.94","44.29","991.18","0","520","20170524_124401.jpg"
"2017-05-24 12:54:48","30.96","44.80","991.02","0","522",""
"2017-05-24 13:04:37","30.98","46.74","991.05","0","513","20170524_130437.jpg"
"2017-05-24 13:14:53","30.81","46.39","990.91","0","507","20170524_131453.jpg"
"2017-05-24 13:25:11","30.71","46.28","990.77","0","503","20170524_132511.jpg"
"2017-05-24 13:35:30","30.60","46.22","990.66","0","501","20170524_133530.jpg"
"2017-05-24 13:45:46","30.36","46.61","990.40","0","499","20170524_134546.jpg"
"2017-05-24 14:06:23","30.15","48.14","990.48","0","502","20170524_140623.jpg"
